LotArea,GrLivArea,CentralAir,Cond,Qual,SalePrice
10355,2392,Y,7B,5B,162235.363586027
7844,1496,Y,7B,5B,171852.845225367
13000,1235,Y,7B,5B,130959.664158632
8462,1602,Y,7B,5B,143807.470286134
8530,1486,Y,7B,5B,190371.789635464
12968,2084,N,7B,5B,176511.115216699
7500,1102,Y,7B,5B,167238.952398588
10240,1774,Y,7B,5B,181299.499837598
7861,1148,N,7B,5B,145923.751671122
2308,1595,Y,7B,5B,160427.04195907
6000,1869,Y,7B,5B,208608.585131726
10594,1144,Y,7B,5B,157402.199871458
9022,3608,Y,7B,5B,215830.314823921
4750,1446,Y,7B,5B,201202.468749218
11214,1135,Y,7B,5B,181216.914377731
7540,904,Y,7B,5B,170709.082835984
7658,1144,Y,7B,5B,170998.439975461
14948,2183,Y,7B,5B,211117.735986682
7560,1102,Y,7B,5B,164919.483530309
21453,1720,Y,7B,5B,242247.452844632
7560,848,Y,7B,5B,132458.570607235
11553,1743,Y,7B,5B,206532.564539423
11096,1053,Y,7B,5B,191211.004178471
11885,999,Y,7B,5B,189213.055896842
6000,2730,Y,7B,5B,236781.475618611
7943,1850,Y,7B,5B,204944.82463383
13682,1679,Y,7B,5B,251342.559462604
7015,972,Y,7B,5B,158009.625118244
9590,2473,N,7B,5B,180947.710568833
7930,1393,Y,7B,5B,166062.702756481
9000,1801,Y,7B,5B,188367.233316916
7000,1284,Y,7B,5B,166082.526655973
6762,1077,Y,7B,5B,159657.331779027
1680,1960,Y,7B,5B,200010.843821389
15576,882,Y,2A,7B,162099.562675949
3000,2291,Y,2A,7B,198487.651741678
13860,1184,Y,2A,7B,187010.098314973
10355,1635,Y,2A,7B,112896.081890488
3378,2097,Y,2A,7B,156157.347583333
9020,1717,Y,2A,7B,153346.789565532
10084,912,Y,2A,7B,140857.005218713
8544,1086,Y,2A,7B,205406.470782602
9066,792,Y,2A,7B,163343.274789353
6970,1468,Y,2A,7B,201278.758518449
10800,1194,Y,2A,7B,190535.913625711
12822,1776,Y,2A,7B,242991.360642187
8244,1056,Y,2A,7B,142237.084507389
8244,2274,Y,2A,7B,201924.817127962
6380,1200,Y,7B,4B,79073.4870529167
8450,1505,Y,7B,4B,142541.974041567
6000,1616,Y,7B,4B,143918.264962043
10500,1294,Y,7B,4B,89862.9377589502
10300,1440,Y,7B,4B,116539.216798357
7420,2013,N,7B,4B,165079.715249942
13695,958,Y,7B,4B,111839.369998531
9142,1116,Y,7B,4B,98269.679272549
6402,2515,Y,7B,4B,139097.31579156
6155,858,Y,7B,4B,99912.7674234086
8123,1641,Y,7B,4B,135619.130123925
5100,1728,Y,7B,4B,136376.457538015
9100,1682,Y,7B,4B,178488.770737135
11841,1208,Y,7B,4B,95702.9782009822
4274,2138,Y,7B,4B,162700.463821128
16659,1044,Y,7B,4B,124864.855738473
10420,1224,Y,7B,4B,146396.890418447
11616,1302,Y,7B,4B,148839.160143613
2308,1464,Y,7B,4B,118480.609236459
9549,1328,Y,7B,4B,160132.195502013
1890,1200,Y,7B,4B,76303.0245885262
7200,912,Y,7B,4B,98586.5148739634
10320,1268,Y,7B,4B,106008.826917017
12220,825,Y,7B,4B,130625.340690891
14585,1176,Y,7B,4B,132992.840085611
12800,1092,Y,7B,4B,181145.609318275
6970,2097,Y,7B,4B,175447.050971832
8314,1306,Y,7B,4B,128710.936804119
11606,1411,N,7B,4B,135196.658216899
9200,848,Y,7B,4B,151740.82223443
15611,1369,Y,7B,4B,128167.519079129
10207,2060,Y,7B,4B,189513.412234425
10480,1500,Y,7B,4B,129313.31500668
10011,988,Y,7B,4B,144311.606717689
11250,2031,Y,7B,4B,167399.943392604
10142,1709,Y,7B,4B,141870.750064594
8633,1440,Y,7B,4B,96081.6892615435
8640,1362,Y,7B,4B,121207.576506985
12203,958,Y,7B,4B,141831.12795851
9430,1416,Y,7B,4B,160914.43386698
9101,2087,Y,7B,4B,194593.881649457
7438,2022,Y,7B,4B,135202.302707033
115149,1400,Y,7B,4B,209232.052576311
9375,1908,Y,7B,4B,155181.344160287
13517,965,Y,7B,4B,153657.183346885
8640,2113,Y,7B,4B,173822.086978095
9554,2320,Y,7B,4B,176828.383104734
8750,1382,Y,7B,4B,106516.784714801
9416,768,Y,7B,4B,146243.760214064
10382,1869,Y,7B,4B,114904.96908081
10012,1728,Y,7B,4B,178051.420491468
9549,2822,Y,7B,4B,171306.264866398
7820,1225,Y,7B,4B,88789.4578155936
11645,1683,Y,7B,4B,181985.718049776
9480,1535,Y,7B,4B,156862.821237761
9938,1509,Y,7B,4B,160389.078331573
7050,924,Y,7B,4B,141039.179693852
6371,2022,Y,7B,4B,191684.242596825
12552,1301,Y,7B,4B,194649.510589408
9900,1742,Y,7B,4B,152715.466407016
15578,1414,Y,7B,4B,177541.838468531
7861,1616,Y,7B,4B,147435.706073016
16659,1683,Y,7B,4B,144995.725688546
10659,1430,Y,7B,4B,167974.932787233
4923,1302,Y,7B,4B,151595.437161199
16659,1095,N,7B,4B,162278.385982351
6240,1223,Y,7B,4B,162769.491238304
8885,1416,Y,7B,4B,162263.72511312
14230,1396,Y,7B,4B,188514.869518548
6120,987,Y,7B,4B,156053.937365893
10400,1047,Y,7B,4B,152456.892244809
12224,2243,Y,7B,4B,166551.592395959
7500,2110,Y,7B,4B,247676.248472905
12030,816,Y,7B,4B,85037.9398679554
7000,1752,Y,7B,4B,230505.13371303
4426,1406,Y,7B,4B,147959.97271071
10448,1383,Y,7B,4B,133811.238307094
7590,848,Y,7B,4B,143855.299747016
9250,1392,Y,7B,4B,163408.757388791
7314,334,Y,7B,4B,190513.117675249
5586,1362,Y,7B,4B,127185.454573523
11340,1131,Y,7B,4B,122186.095830519
11194,1800,Y,7B,4B,220350.410155831
6930,1533,Y,7B,4B,194085.189914565
10628,1258,Y,7B,4B,133065.212780164
10708,1704,Y,7B,4B,150979.258930616
15611,1680,Y,7B,4B,151894.851434154
13101,1728,Y,7B,4B,228866.329083995
21750,1040,Y,7B,4B,142146.053778438
21872,1604,Y,7B,4B,191902.668103949
12274,2727,Y,7B,4B,237698.739433236
10041,1786,Y,7B,4B,197600.638308084
10927,1726,Y,7B,4B,160124.146906806
8339,2596,Y,7B,4B,156592.8380874
11333,1176,Y,7B,4B,142397.372061518
9400,1092,Y,7B,4B,153857.786636112
12438,1635,Y,7B,4B,146378.533882187
2448,1362,Y,7B,4B,178817.954709824
18800,1750,Y,7B,4B,204330.046835734
9200,1215,Y,7B,4B,147387.25114341
11616,864,Y,7B,4B,136746.338687936
5306,1317,Y,7B,4B,147486.085767628
12474,1768,Y,7B,4B,154903.691898428
11700,1316,Y,7B,4B,208913.329271002
11900,2207,Y,7B,4B,177912.684840193
8450,1852,Y,7B,4B,245553.435018462
12772,1509,Y,7B,4B,214104.534392294
5063,1719,Y,7B,4B,227908.949426979
8978,1095,Y,7B,4B,209162.07932946
10171,2134,Y,7B,4B,187840.945553075
8820,1484,Y,7B,4B,170527.605176115
12090,1396,Y,9B,8B,154410.651274456
11228,1479,N,9B,8B,179616.860215668
10791,960,Y,9B,8B,192750.713155893
8737,1126,Y,9B,8B,168125.674425685
14260,1369,N,9B,8B,242865.078857584
7420,1196,Y,9B,8B,205749.1668044
9600,1306,Y,9B,8B,201731.978957747
7800,1686,Y,9B,8B,219815.656699984
8846,1535,Y,9B,8B,218492.56418864
7018,2728,Y,9B,8B,346320.576588678
5100,1097,Y,9B,8B,193269.331141852
8816,1086,Y,9B,8B,231449.999860418
5119,988,Y,9B,8B,204473.524904894
2887,1588,Y,9B,8B,189452.678528518
5000,1852,Y,9B,8B,253092.553266069
9548,2403,Y,9B,8B,330759.355318238
6762,1226,Y,7B,2A,115778.315653551
9830,1429,Y,7B,2A,125028.482664054
9375,1094,Y,7B,2A,114976.875520558
8248,1959,Y,2A,4B,158416.658916746
9571,2094,Y,3A,6B,118884.095212662
9297,789,Y,3A,6B,105196.316302321
5063,2153,Y,3A,6B,97841.7164028023
13005,1742,Y,3A,6B,168074.344943417
11846,2320,Y,3A,6B,160346.626308383
9375,1936,Y,3A,6B,163898.108664882
9430,1297,Y,3A,6B,101445.215764411
1491,1430,Y,3A,6B,97479.1208885026
10207,1640,Y,3A,6B,154510.571020883
7590,2945,Y,3A,6B,196879.094859872
14364,1960,Y,3A,6B,155796.936516188
8500,907,Y,3A,6B,90858.89935754
13860,1040,Y,3A,6B,114932.455317505
7340,754,Y,3A,6B,86161.6818723485
11700,1288,Y,3A,6B,115849.776366674
45600,1800,N,3A,6B,207875.999505242
13284,990,Y,3A,6B,91314.3074953366
8450,2158,Y,3A,6B,161241.74679954
17920,1342,Y,3A,6B,151686.579794729
7851,1720,Y,3A,6B,219510.901404343
8544,1656,Y,3A,6B,143353.520691983
10918,1324,Y,3A,6B,136883.258359189
3880,1372,Y,3A,6B,158326.924253505
13693,1057,Y,3A,6B,114400.690184071
5000,1500,Y,3A,6B,118287.671855985
6380,1719,Y,3A,6B,125156.202856527
10200,1839,Y,3A,6B,163176.806996075
7162,2126,Y,3A,6B,134851.643569251
9430,1721,Y,3A,6B,149466.07963285
9900,1501,Y,3A,6B,177916.307129801
40094,1647,Y,3A,6B,196163.490084738
17503,1095,Y,3A,6B,146362.658248838
7758,2262,Y,3A,6B,168629.079806717
7024,1056,Y,3A,6B,155005.170203785
6324,912,Y,3A,6B,163180.613857273
7200,816,Y,3A,6B,120459.435010255
10382,1533,Y,3A,6B,184212.289914228
9803,2646,Y,3A,6B,186195.369586267
12822,1484,Y,3A,6B,156639.14472572
11341,1469,Y,3A,6B,159531.621657442
9200,1935,N,3A,6B,156688.375240222
28698,2324,Y,4B,7B,221070.133903783
5395,2473,Y,4B,7B,207777.017920602
7064,864,Y,4B,7B,131833.956426638
12772,1328,Y,4B,7B,173733.356842798
10628,1214,Y,4B,7B,119756.78120704
10800,1400,Y,4B,7B,160486.995401149
10500,1056,Y,4B,7B,161860.383206335
9920,778,Y,4B,7B,126346.862397098
15660,1855,Y,4B,7B,182384.865127588
4435,1614,Y,4B,7B,182698.745802594
5684,1501,Y,4B,7B,161664.700281819
12220,1947,Y,4B,7B,257228.954677211
1680,1839,Y,4B,7B,186934.968343165
11070,1458,Y,4B,7B,128661.814667732
7800,630,N,4B,7B,107651.064851157
9765,1291,Y,4B,7B,143925.16437316
8544,1131,Y,4B,7B,149480.715698447
4800,1148,Y,4B,7B,167503.64416001
11120,1094,Y,4B,7B,147554.744019866
7180,1575,Y,4B,7B,152003.678812181
9400,1604,Y,4B,7B,185076.901592907
9200,827,Y,4B,7B,127503.10406755
7920,1573,Y,4B,7B,156661.638368691
215245,1322,Y,4B,7B,190296.933628936
7244,1682,N,4B,7B,207379.237906734
9320,1939,Y,4B,7B,190085.294400923
5820,1053,Y,4B,7B,131673.24711507
10364,1768,Y,4B,7B,171247.415753049
3500,1052,Y,4B,7B,164129.611754085
13478,1090,Y,4B,7B,157371.833630085
10382,1324,Y,4B,7B,163514.035536138
11207,1489,Y,4B,7B,131572.748014495
8402,2612,Y,4B,7B,237300.714586066
11645,2519,Y,4B,7B,220476.461780657
8530,1487,Y,4B,7B,195169.72026068
8990,2263,Y,4B,7B,194506.467782719
9017,2576,Y,4B,7B,258751.54234886
7535,1135,Y,4B,7B,127874.166248276
11500,1118,N,4B,7B,173828.196005387
8480,1535,Y,4B,7B,262584.338482362
7207,1425,Y,4B,7B,139043.510239817
16770,1680,Y,4B,7B,220631.748905024
7032,1392,Y,4B,7B,146562.658517813
9100,1768,Y,4B,7B,194200.019709252
15611,2320,Y,4B,7B,285660.645527093
9600,965,Y,4B,7B,153113.789578437
3230,1670,Y,4B,7B,226073.554448591
5925,1471,Y,4B,7B,169314.607271241
5389,1142,Y,4B,7B,182202.29046232
9480,1120,Y,4B,7B,162203.599673998
8400,981,Y,4B,7B,136131.786061049
6000,2028,Y,4B,7B,189987.443797628
6120,970,Y,4B,7B,187039.067205444
7200,672,Y,4B,7B,152810.631088793
15426,2519,Y,4B,7B,285777.86459003
4280,2097,Y,4B,7B,256359.229165938
9900,1572,N,4B,7B,181371.665067107
3500,1924,Y,4B,7B,185323.78931116
2592,2392,N,4B,7B,213488.565728197
11000,1479,Y,4B,7B,221477.956506347
2289,3194,Y,4B,7B,239248.236331734
8834,1131,Y,4B,7B,174776.651680541
6120,1812,Y,4B,7B,222833.480567835
8536,1479,Y,6B,2A,155170.1512034
12137,2320,Y,6B,2A,179576.429059264
10625,1370,Y,6B,2A,88445.7256663156
8450,2046,Y,6B,2A,129979.682943571
9453,720,Y,6B,2A,143231.172979173
16466,1620,Y,8B,7B,191068.197940329
14803,1050,Y,8B,7B,154877.70909659
10562,1734,Y,8B,7B,184683.283905097
11228,1552,Y,8B,7B,175241.349794329
8450,1317,Y,8B,7B,157487.179151859
10400,1494,Y,8B,7B,113971.831763581
14331,901,N,8B,7B,190408.386075601
8400,858,Y,8B,7B,150513.955626292
8777,2121,Y,8B,7B,203195.76428923
6000,1644,N,8B,7B,171944.1728665
13346,1949,Y,8B,7B,247221.336234027
13286,800,Y,8B,7B,135262.022200176
9750,1148,Y,8B,7B,154454.451449958
9066,1142,Y,8B,7B,159669.728730712
7200,1908,N,8B,7B,220639.613998881
3072,1502,Y,8B,7B,112449.790469864
11606,1786,Y,8B,7B,235287.435882857
17920,1118,Y,8B,7B,147370.949447626
6300,1919,Y,8B,7B,165565.704414153
11200,1978,Y,8B,7B,222069.804745307
8393,1626,N,8B,7B,208325.689517388
7990,2295,Y,8B,7B,263017.399157094
2308,1414,Y,8B,7B,130785.651656982
14260,1068,Y,8B,7B,154024.935324466
12168,1661,Y,8B,7B,200866.903444333
10800,864,Y,8B,7B,188460.442126076
6768,1961,Y,8B,7B,182248.947158165
11475,1077,N,8B,7B,159199.176140821
11249,900,Y,8B,7B,198273.386276944
8176,1788,Y,8B,7B,173742.849134353
8172,1368,Y,8B,7B,178420.365471785
10207,2060,Y,8B,7B,235967.762780434
8924,1301,Y,8B,7B,223602.162531456
12243,1137,Y,8B,7B,168728.005605553
9236,1253,Y,8B,7B,160200.727690654
5000,2172,Y,8B,7B,259409.352089346
6768,1096,Y,8B,7B,137500.56179176
12327,2374,N,8B,7B,270471.053157021
8521,2035,Y,8B,7B,212557.651888665
5684,1123,Y,8B,7B,137021.060090861
7449,1959,Y,8B,7B,199804.076521804
9906,1616,Y,8B,7B,185387.711024574
11248,864,Y,8B,7B,148433.21213902
9320,964,Y,8B,7B,173264.716656109
1680,1489,Y,8B,7B,141270.912627749
9101,2207,Y,8B,7B,180832.571593751
7800,864,Y,8B,7B,150452.89087762
10200,1716,Y,8B,7B,203161.652107268
12144,1336,Y,8B,7B,185237.724096201
9464,773,Y,8B,7B,172105.268963698
1869,1434,N,8B,7B,165712.876205186
11500,1163,Y,8B,7B,215438.442381206
5500,1924,Y,8B,7B,195476.466212755
8199,1053,Y,8B,7B,121419.607138185
1920,1573,Y,8B,7B,125710.099798215
25095,864,Y,8B,7B,132523.277871591
9297,1316,Y,8B,7B,186821.9500893
9786,768,Y,8B,7B,170863.458735369
7800,1392,N,8B,7B,161688.808549782
7800,1113,N,8B,7B,158271.826129409
4712,1774,Y,8B,7B,181943.747731162
7711,1982,Y,8B,7B,246380.31890675
9360,1048,Y,8B,7B,164018.186789167
7200,1216,Y,8B,7B,175712.058276623
1680,1242,Y,8B,7B,172270.251887633
12144,1733,Y,8B,7B,211743.582219953
10200,1915,Y,8B,7B,173844.039931796
15750,1472,Y,8B,7B,227798.533169352
16669,899,Y,8B,7B,149723.270698388
17120,1726,Y,8B,7B,224351.377801267
8450,1120,Y,8B,7B,158799.501632798
6970,1092,Y,8B,7B,169281.668918286
9200,1959,Y,8B,7B,219303.287143766
13000,964,Y,8B,7B,201730.250932736
5271,720,Y,8B,7B,146681.455447238
3182,1468,Y,8B,7B,175808.944689083
10134,2822,Y,8B,7B,237403.187547701
9187,2520,Y,8B,7B,211383.162241269
6155,864,Y,8B,7B,176316.429359394
14587,1640,Y,8B,7B,190247.177334414
11500,2069,Y,8B,7B,210587.336648599
15602,1350,Y,8B,7B,217162.799966006
11070,1358,Y,8B,7B,182896.025279165
7313,1904,Y,8B,7B,222590.037877033
8393,1322,Y,8B,7B,200122.244887076
10237,1718,Y,8B,7B,157023.484349275
10004,1228,N,8B,7B,216973.366668661
9248,1792,Y,8B,7B,227968.605158683
11846,1494,Y,8B,7B,215228.499846668
17600,1600,Y,8B,7B,188057.579141329
13811,1707,Y,8B,7B,214017.848445431
9991,1487,Y,8B,7B,179491.549444102
8737,1301,Y,8B,7B,202770.42017935
9947,884,Y,8B,7B,198943.075349104
9100,912,Y,8B,7B,150784.577633522
7750,1296,Y,8B,7B,212535.259358812
12327,902,Y,8B,7B,145752.878636558
7226,1477,Y,8B,7B,172629.055443448
10652,848,Y,8B,7B,185648.590430035
7758,869,Y,8B,7B,216636.134400649
8521,1344,Y,8B,7B,204494.930454248
7200,1839,Y,8B,7B,197734.674469309
4400,1324,Y,8B,7B,187099.918342653
13000,1836,Y,8B,7B,214635.198628789
11310,970,Y,8B,7B,169959.852258957
6000,1446,Y,8B,7B,186566.656232559
14115,884,Y,8B,7B,151001.765106283
17120,1922,Y,8B,7B,252450.080919104
2001,1744,Y,8B,7B,202303.464885896
4438,784,Y,8B,7B,159409.840414983
9590,1234,Y,8B,7B,177799.516781316
11988,1322,Y,8B,7B,213108.521249965
4500,1135,Y,8B,7B,218931.024272179
9375,825,Y,8B,7B,261490.18331507
12665,1358,Y,8B,7B,198780.661333283
8197,1391,Y,8B,7B,203464.199879516
8885,1635,Y,8B,7B,156676.198288329
9000,1646,Y,8B,7B,218539.2916243
4403,1502,Y,8B,7B,168018.034836728
13710,2291,Y,8B,7B,246108.414364105
10402,1383,Y,8B,7B,186408.575772314
9672,1686,Y,8B,7B,211251.6156374
14536,1844,N,8B,7B,199773.565784113
8100,1350,Y,8B,7B,221939.967540596
10005,825,Y,9B,3A,152172.268672985
8546,1118,Y,6B,7B,166490.994754709
4500,1296,Y,6B,7B,150012.723820746
11040,1378,Y,6B,7B,172833.007017789
8198,2520,Y,6B,7B,172942.959174892
11900,1363,Y,6B,7B,140525.940574547
7136,948,Y,6B,7B,156119.37267707
7875,1535,Y,6B,7B,128152.295289186
8520,1826,N,6B,7B,218382.510595941
7438,1350,Y,6B,7B,183378.705098285
11070,1118,N,6B,7B,149831.793799355
2308,2229,Y,6B,7B,168904.100221314
16492,864,Y,6B,7B,112684.564962546
9180,1092,Y,6B,7B,130970.327232409
13300,1230,Y,6B,7B,158206.419076051
14977,1557,Y,6B,7B,168554.350551171
5784,912,Y,6B,7B,171232.471427836
8521,1688,Y,6B,7B,171685.44709814
7150,1552,Y,6B,7B,191381.077360764
9248,2113,Y,6B,7B,199055.292421662
15578,1720,Y,6B,7B,163667.927386194
9236,1709,Y,6B,7B,194671.696545443
5500,848,Y,6B,7B,151325.368987494
7931,1387,Y,6B,7B,185622.327311823
11694,1665,Y,6B,7B,192010.37332939
8125,1229,Y,6B,7B,148576.46112324
7000,864,Y,6B,7B,144228.174679386
22420,752,Y,6B,7B,115741.49056523
15426,1800,Y,6B,7B,223777.41729888
13472,1564,Y,6B,7B,203765.093449728
7945,1456,Y,6B,7B,133791.974229537
9375,1389,Y,6B,7B,174461.1630839
10300,1200,Y,6B,7B,117689.263608895
13000,1978,Y,6B,7B,195029.169969114
8777,1717,Y,6B,7B,148278.672245528
10552,1228,Y,6B,7B,147751.802137035
12203,1111,Y,6B,7B,122716.710338211
13072,1266,Y,6B,7B,161399.054338511
10267,1441,Y,6B,7B,213325.096559766
11250,1392,Y,6B,7B,144165.839891076
13286,2554,Y,6B,7B,246707.827451715
8197,1414,Y,6B,7B,198022.625930668
8765,1164,Y,6B,7B,143986.075490825
8120,2158,Y,6B,7B,227638.184843441
9464,1640,Y,6B,7B,145949.893396282
9900,816,Y,6B,7B,151845.924436316
8892,1392,Y,6B,7B,141212.257387673
10625,2134,N,6B,7B,211023.368549335
8750,788,Y,6B,7B,188359.082395746
11600,1922,Y,6B,7B,215575.679103561
13286,1635,Y,6B,7B,192701.094525292
10011,1048,Y,6B,7B,177036.382425112
7399,1396,Y,6B,7B,160393.244516041
8000,2353,Y,6B,7B,212476.365325949
9600,1526,N,6B,7B,191712.754929025
1680,1720,Y,6B,7B,157880.894430334
5000,1372,Y,6B,7B,162659.185507759
10800,1236,Y,6B,7B,183999.332570544
14963,1370,Y,6B,7B,195781.461991043
13758,1620,Y,6B,7B,128752.596842659
4426,1229,Y,6B,7B,180121.806418743
14803,1200,Y,6B,7B,151862.766309836
13101,1387,Y,6B,7B,141214.888730008
11885,792,Y,6B,7B,148220.210621027
8546,1750,N,6B,7B,148739.583932535
13500,1629,Y,6B,7B,167041.632050056
12144,1506,Y,6B,7B,170868.567423054
9084,1248,Y,6B,7B,191791.277555411
10000,1824,Y,6B,7B,213429.614259817
10448,1768,Y,6B,7B,198890.026779138
9400,1314,Y,6B,7B,183164.957986921
8197,2022,Y,6B,7B,213282.137850898
15138,1640,Y,6B,7B,225661.249012265
11333,1647,Y,6B,7B,190304.276425716
164660,1322,Y,6B,7B,234760.256012168
10652,1389,Y,6B,7B,129708.24134045
10480,1362,Y,6B,7B,170361.329614655
8544,1547,Y,6B,7B,175846.176075371
70761,2028,Y,6B,7B,249348.629844063
11194,1428,Y,6B,7B,141557.604252183
7420,1775,Y,6B,7B,170225.494470621
8820,1026,Y,6B,7B,127117.318208642
4500,1776,Y,6B,7B,199387.402493288
7226,2452,Y,6B,7B,219820.212624689
6173,1077,Y,6B,7B,153630.202994627
7000,1430,Y,6B,7B,190577.411802897
11146,2291,Y,6B,7B,208652.890373921
5400,2320,Y,6B,7B,237452.968414106
8199,912,Y,6B,7B,114195.767071543
7472,1400,Y,6B,7B,169716.611986756
12984,1710,Y,6B,7B,178748.013911612
10011,2654,Y,6B,7B,236840.628303754
7399,845,Y,6B,7B,101187.314007077
6240,2473,N,6B,7B,238164.87607479
7990,1548,Y,6B,7B,198585.909129907
11096,864,Y,6B,7B,102533.99294162
9200,1720,N,6B,7B,174197.827143446
10500,990,Y,6B,7B,142329.400671312
8004,1034,Y,6B,7B,137115.677295424
15660,1428,Y,6B,7B,166507.259415426
13682,2462,Y,6B,7B,235920.277371791
1950,2267,Y,6B,7B,156090.025777566
9400,1960,Y,6B,7B,225102.54031968
13860,981,Y,6B,7B,141563.742491322
1526,1224,Y,6B,7B,125292.808953931
8737,2022,Y,6B,7B,215674.835630309
5684,1792,Y,6B,7B,207169.87105381
14200,1002,Y,6B,7B,174261.000513664
10791,1686,Y,6B,7B,168751.032703222
6960,2132,Y,6B,7B,139033.636231244
3196,958,Y,6B,7B,112656.632937456
7800,1734,Y,6B,7B,185604.164566337
13650,747,Y,6B,7B,159025.435170009
11425,1370,Y,6B,7B,154788.6258005
6120,864,Y,6B,7B,159086.925295892
10200,1440,Y,6B,7B,160186.909460756
11409,1269,Y,6B,7B,153499.535173315
9452,904,Y,6B,7B,130719.425318597
9248,1555,N,6B,7B,200515.401150146
4274,1253,N,6B,7B,152021.817953005
3600,2554,Y,6B,7B,167919.596044466
10708,747,Y,6B,7B,120798.118488805
14450,764,N,6B,7B,134532.840141357
10800,1069,Y,6B,7B,150362.518614162
8471,1223,Y,6B,7B,150237.809056493
15576,1220,N,6B,7B,183134.080758021
14803,864,Y,6B,7B,186683.221229229
13500,1376,Y,6B,7B,182434.068659431
1300,1250,Y,6B,7B,177210.317173354
10800,1720,Y,6B,7B,193803.36077845
10900,1576,Y,6B,7B,180968.287110031
9967,1224,Y,6B,7B,163828.128224237
10335,1601,Y,6B,7B,154317.327434334
7200,1375,Y,6B,7B,166426.824983877
12342,1539,Y,6B,7B,159277.733938613
6000,2353,Y,6B,7B,142631.34655411
4500,2730,Y,6B,7B,192485.052312832
12886,2110,N,6B,7B,228733.278840763
10197,1575,Y,6B,7B,175306.393694751
10142,968,N,6B,7B,194136.113986626
9900,1040,Y,6B,7B,156651.066530338
9020,2646,Y,6B,7B,274491.270045107
8450,1218,Y,6B,7B,132683.686958279
11888,1588,Y,6B,7B,196936.080034006
3880,630,Y,6B,7B,167906.967300397
12137,2090,N,6B,7B,211435.305311806
22420,1028,N,6B,7B,116790.445867013
6240,894,Y,6B,7B,128876.742457624
10900,838,Y,6B,7B,107104.300413024
9375,864,N,6B,7B,173330.424868804
164660,999,Y,6B,7B,193629.231719367
7819,1396,N,6B,7B,195145.881763949
10289,1040,Y,6B,7B,145115.972498278
6435,1063,Y,6B,7B,118267.385773633
12227,1363,Y,6B,7B,192698.138236122
5350,1430,Y,6B,7B,198018.562174713
12589,1392,Y,6B,7B,178629.94669857
164660,1472,Y,6B,7B,213214.57606806
8339,1203,Y,6B,7B,173178.124443401
25000,980,Y,6B,7B,187762.692372847
8777,800,Y,6B,7B,131787.797226109
12798,1224,Y,6B,7B,169411.354185447
10927,960,Y,6B,7B,166406.76237325
13360,1097,Y,6B,7B,150657.144076796
11443,1839,Y,6B,7B,197229.547812274
9920,1121,N,6B,7B,205838.176831126
6130,1437,Y,6B,7B,152637.157063523
10832,1505,Y,6B,7B,163507.404747763
9286,1342,Y,6B,7B,195025.770031862
8470,1431,Y,6B,7B,128043.063401426
8125,1428,Y,6B,7B,148176.235790848
3604,1159,Y,6B,7B,181494.774607478
5062,1674,Y,6B,7B,191586.40133717
6173,1060,Y,6B,7B,134699.972118331
10927,1683,Y,6B,7B,227705.283878693
7892,1908,Y,6B,7B,237269.885220636
13474,1442,N,6B,7B,119592.006496237
11764,864,Y,6B,7B,88558.8102157167
12274,1262,Y,6B,7B,163605.900188738
17104,1788,Y,6B,7B,183696.72251249
7590,1701,Y,6B,7B,166516.252563465
11988,1242,Y,6B,7B,128750.377097131
7875,1383,Y,6B,7B,222315.677608686
3182,952,Y,6B,7B,145943.699673718
2001,2087,Y,6B,7B,191355.643964675
9453,1077,Y,6B,7B,139739.095731238
7200,754,Y,6B,7B,129138.958453
5232,1812,Y,6B,7B,199370.784453237
8600,1128,N,6B,7B,191244.824516346
12376,1436,Y,6B,7B,159254.600087092
11207,1458,Y,6B,7B,178768.530876241
9800,1484,Y,6B,7B,172752.870356218
13650,480,Y,6B,7B,150037.41024689
10140,1512,Y,6B,7B,150525.053559623
8963,981,N,6B,7B,152680.303429811
25000,1939,Y,6B,7B,245509.606903654
8000,1456,Y,6B,7B,161356.345486059
9742,2084,Y,6B,7B,202388.535717167
53107,1285,Y,6B,7B,196007.000005318
13891,4676,Y,6B,7B,284282.561747744
6563,1040,Y,6B,7B,136287.418535074
6768,2113,Y,6B,7B,178820.22963444
12508,1230,Y,6B,7B,127118.37523303
9196,912,N,6B,7B,136941.801510025
9060,1635,Y,6B,7B,170938.732886515
6000,1392,Y,6B,7B,160456.276396952
9549,1795,Y,6B,7B,177495.390917976
9360,864,Y,6B,7B,120941.761528443
8530,1040,Y,6B,7B,177549.230026661
5000,912,Y,6B,7B,156803.723270941
11900,1360,Y,6B,7B,113248.177184859
5271,1752,Y,6B,7B,212424.245968429
10500,900,Y,6B,7B,171687.778369523
10530,3222,Y,6B,7B,192103.206740896
2522,1683,Y,6B,7B,149420.299211063
12416,1750,Y,6B,7B,179542.219948987
16669,792,Y,6B,7B,182269.964314259
7390,1099,Y,6B,7B,115921.594476025
11248,1442,Y,6B,7B,180672.869014174
5330,1176,Y,6B,7B,174286.260555971
9286,1774,Y,6B,7B,196470.877305671
15750,2002,Y,6B,7B,184682.670024068
7819,1719,Y,6B,7B,198805.25106311
5000,520,Y,6B,7B,155791.072624336
12968,784,Y,6B,7B,139542.08661341
12456,1911,Y,6B,7B,246172.640604083
6040,1176,Y,6B,7B,141273.296703504
2544,1026,Y,6B,7B,151196.533610397
